Codebase,Feature,Orchestrator,Entities,Initial System Complexity,Final System Complexity,System Complexity Reduction,Initial Functionality Complexity,Final Functionality Complexity,Functionality Complexity Reduction,Initial Invocations Count,Initial Invocations Count W/ Empties,Final Invocations Count,Total Invocation Merges,Initial Accesses count,Final Accesses count,Total Trace Sweeps w/ Merges,Clusters with multiple invocations,CLIP,CRIP,CROP,CWOP,CIP,CDDIP,COP,CPIF,CIOF,SCCP,FCCP
Acme-Explorer-maven,RangerController.create,0,"Actor, Message, SocialIdentity, Folder, ",491,306,185,9,7,2,6,8,3,5,9,7,2,0,1.000000,0.000000,0.000000,1.000000,0.333333,1.000000,0.555556,1.500000,1.666667,0.291242,0.000000
Acme-Explorer-maven,RangerController.create,1,"Trip, UserAccount, ",491,307,184,9,7,2,6,7,3,4,9,7,1,0,1.000000,0.000000,0.000000,1.000000,0.500000,1.000000,0.333333,1.500000,0.666667,0.643585,0.000000
Acme-Explorer-maven,RangerController.create,4,"Ranger, ",491,307,184,9,7,2,6,10,3,3,9,7,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,0.000000,0.111111,0.000000,0.666667,0.065173,0.000000
Acme-Explorer-maven,ContactExplorerController.save,3,"Contact, ",357,308,49,222,54,168,13,20,4,11,25,10,1,1,0.333333,0.666667,0.666667,0.333333,0.230769,0.333333,0.120000,2.000000,0.588785,0.011204,0.036036
Acme-Explorer-maven,ContactExplorerController.save,1,"Trip, UserAccount, DomainEntity, Explorer, Finder, ",357,308,49,222,88,134,13,13,4,9,25,12,1,1,0.428571,0.571429,0.647059,0.352941,0.538462,0.428571,0.680000,0.500000,1.429906,0.708683,0.738739
Acme-Explorer-maven,ContactExplorerController.save,0,"Actor, Message, Folder, ",357,309,48,222,90,132,13,20,4,11,25,12,1,1,0.666667,0.333333,0.200000,0.800000,0.230769,0.666667,0.200000,0.500000,0.981308,0.280112,0.175676
Acme-Explorer-maven,TagAdminController.deleteGet,1,"Trip, UserAccount, Manager, DomainEntity, ",21,21,0,388,121,267,16,16,3,13,22,8,1,0,0.000000,1.000000,1.000000,0.000000,0.500000,0.000000,0.500000,0.545455,0.942857,0.000000,0.626289
Acme-Explorer-maven,TagAdminController.deleteGet,0,"Actor, Admin, ",21,21,0,388,129,259,16,22,4,14,22,11,2,1,0.000000,1.000000,1.000000,0.000000,0.312500,0.000000,0.227273,0.818182,0.685714,0.000000,0.306701
Acme-Explorer-maven,TagAdminController.deleteGet,2,"HasValue, Tag, ",21,21,0,388,130,258,16,27,4,14,22,11,2,1,0.333333,0.666667,0.666667,0.333333,0.187500,0.000000,0.272727,1.636364,1.371428,1.000000,0.061856
Acme-Explorer-maven,ExplorerController.create,3,"Contact, ",597,354,243,16,12,4,7,12,3,6,16,12,2,0,1.000000,0.000000,0.000000,1.000000,0.142857,1.000000,0.062500,0.000000,0.500000,0.006700,0.000000
Acme-Explorer-maven,ExplorerController.create,1,"Trip, UserAccount, Application, Explorer, Story, SurvivalClass, Finder, ",597,355,242,16,12,4,7,7,3,4,16,12,1,0,1.000000,0.000000,0.000000,1.000000,0.571429,0.750000,0.625000,0.750000,1.250000,0.757119,0.000000
Acme-Explorer-maven,ExplorerController.create,0,"Actor, Message, SocialIdentity, Folder, ",597,357,240,16,12,4,7,10,3,6,16,12,2,0,1.000000,0.000000,0.000000,1.000000,0.285714,1.000000,0.312500,2.250000,1.250000,0.236181,0.000000
Acme-Explorer-maven,TripManagerController.create,4,"Ranger, ",305,187,118,111,106,5,8,14,4,7,20,16,3,0,0.000000,1.000000,1.000000,0.000000,0.125000,0.000000,0.050000,0.000000,0.500000,0.000000,0.189189
Acme-Explorer-maven,TripManagerController.create,1,"Trip, UserAccount, Manager, Application, AuditRecord, Note, DomainEntity, Stage, Story, SurvivalClass, ",305,187,118,111,108,3,8,10,4,4,20,16,1,1,1.000000,0.000000,0.285714,0.714286,0.375000,0.666667,0.700000,2.000000,2.333333,0.954098,0.612613
Acme-Explorer-maven,TripManagerController.create,2,"HasValue, LegalText, Category, Tag, ",305,187,118,111,108,3,8,11,4,5,20,16,1,1,0.333333,0.666667,0.750000,0.250000,0.375000,0.666667,0.200000,2.000000,0.666667,0.026230,0.090090
Acme-Explorer-maven,TripManagerController.create,5,"Sponsorship, ",305,186,119,111,109,2,8,14,4,5,20,16,1,1,1.000000,0.000000,0.000000,1.000000,0.125000,1.000000,0.050000,0.000000,0.500000,0.019672,0.000000
Acme-Explorer-maven,CurriculumRangerController.delete,4,"MiscellaneousRecord, PersonalRecord, ProfessionalRecord, Ranger, Curriculum, EducationRecord, EndorserRecord, ",288,255,33,331,92,239,18,23,4,16,32,14,1,1,0.285714,0.714286,0.812500,0.187500,0.388889,0.142857,0.500000,1.363636,1.220339,0.277778,0.453172
Acme-Explorer-maven,CurriculumRangerController.delete,1,"UserAccount, DomainEntity, ",288,257,31,331,92,239,18,18,3,15,32,12,1,0,0.111111,0.888889,0.916667,0.083333,0.500000,0.222222,0.375000,0.818182,0.711864,0.437500,0.410876
Acme-Explorer-maven,CurriculumRangerController.delete,0,"Actor, Message, Folder, ",288,257,31,331,92,239,18,32,3,16,32,12,2,0,0.500000,0.500000,0.250000,0.750000,0.111111,0.000000,0.125000,0.818182,1.067797,0.284722,0.114804
Acme-Explorer-maven,MessageController.save,1,"UserAccount, Manager, DomainEntity, ",780,281,499,1599,234,1365,45,47,6,40,80,16,1,1,0.136364,0.863636,0.885714,0.114286,0.488889,0.363636,0.437500,0.591789,1.017442,0.433333,0.368981
Acme-Explorer-maven,MessageController.save,0,"Actor, Message, Configuration, Folder, ",780,281,499,1599,314,1285,45,50,8,39,80,19,1,2,0.350000,0.650000,0.619048,0.380952,0.444444,0.100000,0.525000,0.713544,1.343023,0.484615,0.604753
Acme-Explorer-maven,MessageController.save,4,"Ranger, ",780,303,477,1599,476,1123,45,84,9,37,80,24,1,2,0.666667,0.333333,0.333333,0.666667,0.066667,0.666667,0.037500,1.694667,0.639535,0.082051,0.012508
Acme-Explorer-maven,TripManagerController.delete,1,"Trip, UserAccount, Manager, Application, AuditRecord, Note, DomainEntity, Story, SurvivalClass, Finder, ",391,380,11,329,169,160,12,14,6,7,36,21,1,1,0.600000,0.400000,0.625000,0.375000,0.416667,0.600000,0.666667,1.250000,2.093023,0.759591,0.708207
Acme-Explorer-maven,TripManagerController.delete,0,"Actor, Message, Folder, ",391,387,4,329,169,160,12,20,6,7,36,23,1,1,0.500000,0.500000,0.250000,0.750000,0.166667,0.500000,0.111111,1.250000,0.872093,0.204604,0.115502
Acme-Explorer-maven,TripManagerController.delete,2,"HasValue, LegalText, Category, Tag, ",391,385,6,329,171,158,12,19,6,9,36,23,3,2,0.333333,0.666667,0.800000,0.200000,0.250000,0.666667,0.138889,2.500000,0.726744,0.020460,0.054711
Acme-Explorer-maven,TripManagerController.delete,4,"Ranger, ",391,386,5,329,171,158,12,22,6,11,36,23,5,1,0.000000,1.000000,1.000000,0.000000,0.083333,0.000000,0.027778,0.000000,0.436046,0.000000,0.063830
Acme-Explorer-maven,TripManagerController.delete,5,"Sponsorship, ",391,384,7,329,172,157,12,22,6,6,36,23,1,2,1.000000,0.000000,0.500000,0.500000,0.083333,0.000000,0.055556,0.000000,0.872093,0.015345,0.015198
Acme-Explorer-maven,PersonalRecordRangerController.save,0,"Actor, Message, Configuration, Folder, ",472,186,286,855,103,752,56,104,6,53,85,20,2,1,0.250000,0.750000,0.500000,0.500000,0.071429,0.000000,0.070588,2.449947,0.991525,0.175847,0.045614
Acme-Explorer-maven,PersonalRecordRangerController.save,4,"MiscellaneousRecord, PersonalRecord, ProfessionalRecord, Ranger, Curriculum, EducationRecord, EndorserRecord, ",472,214,258,855,125,730,56,61,6,52,85,20,1,1,0.346154,0.653846,0.595745,0.404255,0.464286,0.038462,0.552941,0.275026,1.194915,0.557203,0.518129
Acme-Explorer-maven,PersonalRecordRangerController.save,1,"UserAccount, DomainEntity, ",472,212,260,855,160,695,56,60,7,51,85,22,2,2,0.038462,0.961538,0.968750,0.031250,0.464286,0.346154,0.376471,0.275026,0.813559,0.266949,0.409357
Acme-Explorer-maven,ApplicationManagerController.due,0,"Actor, Admin, Message, Configuration, Folder, ",2258,297,1961,4061,349,3712,109,120,7,104,219,26,1,2,0.551020,0.448980,0.512605,0.487395,0.449541,0.102041,0.543379,0.296013,1.409417,0.634190,0.568579
Acme-Explorer-maven,ApplicationManagerController.due,1,"Trip, UserAccount, Manager, Application, DomainEntity, Explorer, ",2258,386,1872,4061,448,3613,109,111,8,101,219,32,1,1,0.129630,0.870370,0.904255,0.095745,0.495413,0.537037,0.429224,0.254221,1.010235,0.309123,0.403595
Acme-Explorer-maven,ApplicationManagerController.due,4,"Ranger, ",2258,1271,987,4061,1511,2550,109,206,27,84,219,92,1,2,0.666667,0.333333,0.333333,0.666667,0.055046,0.666667,0.027397,2.449766,0.580348,0.056687,0.010342
Acme-Explorer-maven,ApplicationExplorerController.cancel,0,"Actor, Admin, Message, Configuration, Folder, ",2258,302,1956,4036,329,3707,109,120,7,104,218,25,1,2,0.551020,0.448980,0.512605,0.487395,0.449541,0.102041,0.545872,0.296013,1.414484,0.634190,0.572101
Acme-Explorer-maven,ApplicationExplorerController.cancel,1,"Trip, UserAccount, Manager, Application, DomainEntity, Explorer, ",2258,382,1876,4036,423,3613,109,111,8,101,218,32,1,1,0.129630,0.870370,0.903226,0.096774,0.495413,0.537037,0.426605,0.254221,1.003082,0.309123,0.399901
Acme-Explorer-maven,ApplicationExplorerController.cancel,4,"Ranger, ",2258,1260,998,4036,1505,2531,109,206,27,84,218,92,1,2,0.666667,0.333333,0.333333,0.666667,0.055046,0.666667,0.027523,2.449766,0.582435,0.056687,0.010406
Acme-Explorer-maven,ApplicationManagerController.save,0,"Actor, Admin, Message, Configuration, Folder, ",2234,473,1761,3928,353,3575,109,120,7,104,215,26,1,2,0.551020,0.448980,0.512605,0.487395,0.449541,0.081633,0.553488,0.296013,1.429906,0.633841,0.587831
Acme-Explorer-maven,ApplicationManagerController.save,1,"Trip, UserAccount, Manager, Application, DomainEntity, Explorer, ",2234,386,1848,3928,462,3466,109,111,9,100,215,35,1,1,0.129630,0.870370,0.900000,0.100000,0.495413,0.537037,0.418605,0.254221,0.981308,0.310654,0.383401
Acme-Explorer-maven,ApplicationManagerController.save,4,"Ranger, ",2234,1285,949,3928,1563,2365,109,206,28,83,215,95,1,2,0.666667,0.333333,0.333333,0.666667,0.055046,0.666667,0.027907,2.449766,0.588785,0.055506,0.010692
Acme-Food-launcher,SocialProfileRestaurantController.create,2,"Restaurant, ",51,48,3,76,51,25,7,11,3,5,9,5,1,1,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.222222,1.000000,0.818182,0.882353,0.171053
Acme-Food-launcher,SocialProfileRestaurantController.create,0,"Actor, UserAccount, DomainEntity, ",51,51,0,76,53,23,7,8,4,3,9,6,1,1,0.000000,1.000000,1.000000,0.000000,0.428571,0.333333,0.555556,0.500000,1.363636,0.000000,0.789474
Acme-Food-launcher,SocialProfileRestaurantController.create,4,"SocialProfile, ",51,52,-1,76,54,22,7,10,4,4,9,6,1,1,1.000000,0.000000,0.000000,1.000000,0.285714,0.000000,0.222222,1.500000,0.818182,0.117647,0.000000
Acme-Food-launcher,SocialProfileRestaurantController.delete,0,"UserAccount, DomainEntity, ",150,3,147,183,39,144,19,24,3,17,23,4,2,0,0.142857,0.857143,0.900000,0.100000,0.368421,0.285714,0.434783,0.942857,1.192053,0.306667,0.622951
Acme-Food-launcher,SocialProfileRestaurantController.delete,4,"SocialProfile, ",150,48,102,183,41,142,19,27,4,16,23,5,1,2,0.666667,0.333333,0.428571,0.571429,0.315789,0.166667,0.304348,1.028571,0.973510,0.080000,0.032787
Acme-Food-launcher,SocialProfileRestaurantController.delete,2,"Restaurant, ",150,95,55,183,42,141,19,26,5,18,23,6,1,1,0.333333,0.666667,0.666667,0.333333,0.315789,0.500000,0.260870,1.028571,0.834437,0.613333,0.306011
Acme-Food-launcher,FinderCustomerController.edit,0,"UserAccount, Customer, DomainEntity, Finder, ",222,100,122,129,82,47,15,15,5,10,25,11,1,1,0.875000,0.125000,0.555556,0.444444,0.533333,0.375000,0.720000,1.500000,1.588235,0.391892,0.604651
Acme-Food-launcher,FinderCustomerController.edit,2,"Restaurant, ",222,104,118,129,91,38,15,18,5,11,25,11,1,1,0.500000,0.500000,0.500000,0.500000,0.400000,0.833333,0.240000,1.500000,0.705882,0.608108,0.302326
Acme-Food-launcher,FinderCustomerController.edit,3,"CustomizableSystem, ",222,108,114,129,96,33,15,28,5,11,25,11,1,1,0.000000,1.000000,1.000000,0.000000,0.066667,1.000000,0.040000,0.000000,0.705882,0.000000,0.007752
acme-furniture-launcher,RatingCustomerController.save,0,"Customer, ",6,6,0,12,8,4,5,6,3,3,5,4,1,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.400000,1.500000,1.000000,0.000000,0.666667
acme-furniture-launcher,RatingCustomerController.save,1,"UserAccount, DomainEntity, ",6,6,0,12,8,4,5,6,3,2,5,4,1,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.400000,1.500000,1.000000,0.000000,0.250000
acme-furniture-launcher,RatingCustomerController.save,2,"Rating, ",6,6,0,12,8,4,5,9,3,2,5,4,1,1,1.000000,0.000000,0.000000,1.000000,0.200000,0.000000,0.200000,0.000000,1.000000,1.000000,0.000000
acme-furniture-launcher,CritiqueCriticController.save,1,"UserAccount, DomainEntity, ",57,44,13,44,27,17,8,12,4,4,10,7,1,2,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.200000,1.000000,0.857143,0.000000,0.068182
acme-furniture-launcher,CritiqueCriticController.save,2,"Furniture, ",57,44,13,44,27,17,8,12,4,7,10,7,3,1,0.500000,0.500000,0.500000,0.500000,0.250000,0.500000,0.200000,1.000000,0.857143,0.543860,0.340909
acme-furniture-launcher,CritiqueCriticController.save,5,"Critic, CriticCard, Critique, ",57,57,0,44,32,12,8,9,5,4,10,8,1,1,0.500000,0.500000,0.666667,0.333333,0.500000,0.250000,0.600000,1.000000,1.285714,0.456140,0.522727
acme-furniture-launcher,IncidenceCustomerController.saveCreate,2,"Furniture, Incidence, ",3,3,0,43,34,9,7,11,4,5,11,8,2,1,0.500000,0.500000,0.666667,0.333333,0.285714,0.000000,0.272727,1.000000,0.964286,1.000000,0.441860
acme-furniture-launcher,IncidenceCustomerController.saveCreate,0,"Budget, BudgetLine, Customer, ",3,3,0,43,35,8,7,8,3,5,11,7,1,0,0.000000,1.000000,1.000000,0.000000,0.428571,0.000000,0.454545,1.000000,1.071429,0.000000,0.465116
acme-furniture-launcher,IncidenceCustomerController.saveCreate,1,"UserAccount, DomainEntity, ",3,3,0,43,35,8,7,10,4,3,11,8,1,2,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.272727,1.000000,0.964286,0.000000,0.069767
acme-furniture-launcher,CritiqueCriticController.create,2,"Furniture, ",83,57,26,28,25,3,7,10,4,4,9,6,2,1,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.222222,2.000000,0.818182,0.373494,0.535714
acme-furniture-launcher,CritiqueCriticController.create,1,"UserAccount, DomainEntity, ",83,54,29,28,26,2,7,10,4,4,9,6,1,2,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.222222,0.500000,0.818182,0.000000,0.107143
acme-furniture-launcher,CritiqueCriticController.create,5,"Critic, Critique, ",83,57,26,28,26,2,7,9,4,5,9,6,2,1,0.666667,0.333333,0.200000,0.800000,0.428571,0.333333,0.555556,0.500000,1.363636,0.626506,0.178571
acme-furniture-launcher,BannerAdministratorController.save,1,"UserAccount, DomainEntity, ",3,3,0,4,4,0,5,6,3,2,5,4,1,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.400000,1.500000,1.000000,0.000000,0.750000
acme-furniture-launcher,BannerAdministratorController.save,2,"Administrator, ",3,3,0,4,4,0,5,6,3,3,5,4,1,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.400000,1.500000,1.000000,0.000000,0.000000
acme-furniture-launcher,BannerAdministratorController.save,4,"Banner, ",3,3,0,4,4,0,5,9,3,2,5,4,1,1,1.000000,0.000000,0.000000,1.000000,0.200000,0.000000,0.200000,0.000000,1.000000,1.000000,0.000000
acme-furniture-launcher,FurnitureAssemblerController.create,1,"UserAccount, DomainEntity, ",49,43,6,25,25,0,7,10,4,4,8,6,1,2,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.250000,0.500000,0.900000,0.000000,0.080000
acme-furniture-launcher,FurnitureAssemblerController.create,2,"Furniture, ",49,44,5,25,25,0,7,10,4,4,8,6,2,1,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.250000,2.000000,0.900000,0.632653,0.600000
acme-furniture-launcher,FurnitureAssemblerController.create,3,"Assembler, Assembly, ",49,44,5,25,25,0,7,9,4,5,8,6,2,1,0.666667,0.333333,0.250000,0.750000,0.428571,0.333333,0.500000,0.500000,1.200000,0.367347,0.160000
acme-furniture-launcher,IncidenceCustomerController.create,1,"Actor, UserAccount, DomainEntity, ",34,33,1,27,27,0,5,6,4,2,7,7,1,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.428571,0.750000,1.125000,0.000000,0.222222
acme-furniture-launcher,IncidenceCustomerController.create,2,"Furniture, Incidence, ",34,34,0,27,27,0,5,7,4,1,7,7,1,1,0.500000,0.500000,0.333333,0.666667,0.400000,0.000000,0.428571,2.250000,1.125000,1.000000,0.555556
acme-furniture-launcher,IncidenceCustomerController.create,0,"Customer, ",34,34,0,27,27,0,5,8,4,3,7,7,2,1,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.142857,0.000000,0.750000,0.000000,0.148148
acme-furniture-launcher,RatingCustomerController.create,0,"Budget, BudgetLine, Customer, ",73,52,21,71,32,39,15,18,4,12,19,8,1,1,0.333333,0.666667,0.750000,0.250000,0.400000,0.166667,0.421053,0.765958,1.057269,0.410959,0.338028
acme-furniture-launcher,RatingCustomerController.create,1,"UserAccount, DomainEntity, ",73,52,21,71,33,38,15,22,4,12,19,8,1,2,0.000000,1.000000,1.000000,0.000000,0.266667,0.000000,0.263158,0.638298,0.991189,0.000000,0.084507
acme-furniture-launcher,RatingCustomerController.create,2,"Furniture, Rating, ",73,52,21,71,33,38,15,21,4,12,19,8,2,1,0.400000,0.600000,0.500000,0.500000,0.333333,0.400000,0.315789,1.595745,0.951542,0.589041,0.507042
acme-furniture-launcher,FurnitureAdministratorController.create,5,"Critique, ",91,61,30,27,26,1,4,6,3,1,10,8,1,1,1.000000,0.000000,0.000000,1.000000,0.250000,1.000000,0.100000,0.000000,0.461538,0.142857,0.000000
acme-furniture-launcher,FurnitureAdministratorController.create,1,"UserAccount, DomainEntity, ",91,62,29,27,26,1,4,6,3,1,10,8,1,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.200000,0.000000,0.923077,0.000000,0.111111
acme-furniture-launcher,FurnitureAdministratorController.create,2,"Furniture, Incidence, Maker, Piece, Rating, ",91,62,29,27,27,0,4,5,3,1,10,8,1,1,1.000000,0.000000,0.285714,0.714286,0.500000,0.500000,0.700000,3.000000,1.615385,0.857143,0.666667
acme-furniture-launcher,BudgetLineAdministratorController.accept,1,"Actor, UserAccount, DomainEntity, ",30,11,19,50,39,11,13,17,3,11,19,10,2,0,0.000000,1.000000,1.000000,0.000000,0.384615,0.400000,0.263158,1.125000,0.666667,0.000000,0.180000
acme-furniture-launcher,BudgetLineAdministratorController.accept,0,"Acceptance, Budget, BudgetLine, Customer, ",30,28,2,50,45,5,13,18,5,8,19,14,1,1,1.000000,0.000000,0.444444,0.555556,0.307692,0.250000,0.473684,0.937500,1.500000,0.466667,0.340000
acme-furniture-launcher,BudgetLineAdministratorController.accept,2,"Furniture, Maker, Administrator, ",30,29,1,50,46,4,13,18,5,12,19,14,2,1,0.250000,0.750000,0.800000,0.200000,0.307692,0.500000,0.263158,0.937500,0.833333,0.533333,0.360000
acme-furniture-launcher,BudgetLineAdministratorController.denny,1,"Actor, UserAccount, DomainEntity, ",30,11,19,51,39,12,13,17,3,11,19,10,2,0,0.000000,1.000000,1.000000,0.000000,0.384615,0.400000,0.263158,1.125000,0.666667,0.000000,0.176471
acme-furniture-launcher,BudgetLineAdministratorController.denny,2,"Furniture, Maker, Administrator, ",30,29,1,51,45,6,13,18,5,12,19,14,2,1,0.250000,0.750000,0.800000,0.200000,0.307692,0.500000,0.263158,0.937500,0.833333,0.533333,0.372549
acme-furniture-launcher,BudgetLineAdministratorController.denny,0,"Acceptance, Budget, BudgetLine, Customer, ",30,29,1,51,46,5,13,18,5,8,19,14,1,1,1.000000,0.000000,0.444444,0.555556,0.307692,0.250000,0.473684,0.937500,1.500000,0.466667,0.333333
acme-furniture-launcher,CustomerController.save,1,"Actor, Message, UserAccount, Folder, ",274,136,138,16,7,9,6,7,3,4,14,7,2,0,1.000000,0.000000,0.100000,0.900000,0.500000,0.666667,0.714286,1.285714,1.714286,0.828467,0.187500
acme-furniture-launcher,CustomerController.save,0,"Budget, Customer, ",274,133,141,16,10,6,6,8,3,4,14,7,1,0,1.000000,0.000000,0.000000,1.000000,0.333333,1.000000,0.214286,1.714286,0.771429,0.149635,0.000000
acme-furniture-launcher,CustomerController.save,2,"Rating, ",274,136,138,16,10,6,6,10,3,4,14,7,1,1,1.000000,0.000000,0.000000,1.000000,0.166667,1.000000,0.071429,0.000000,0.514286,0.021898,0.000000
acme-furniture-launcher,CritiqueAdministratorController.ban,1,"Actor, UserAccount, DomainEntity, ",12,0,12,67,45,22,10,14,4,8,12,8,2,1,0.000000,1.000000,1.000000,0.000000,0.300000,0.000000,0.250000,1.363636,0.857143,0.000000,0.089552
acme-furniture-launcher,CritiqueAdministratorController.ban,5,"Critic, Critique, ",12,0,12,67,47,20,10,13,4,6,12,8,1,1,0.250000,0.750000,0.833333,0.166667,0.400000,0.000000,0.500000,1.090909,1.285714,1.000000,0.671642
acme-furniture-launcher,CritiqueAdministratorController.ban,2,"Furniture, Administrator, ",12,0,12,67,48,19,10,14,4,8,12,8,2,1,0.000000,1.000000,1.000000,0.000000,0.300000,0.333333,0.250000,0.545455,0.857143,0.000000,0.223881
acme-furniture-launcher,FurnitureAssemblerController.save,1,"UserAccount, DomainEntity, ",48,47,1,32,26,6,6,8,4,2,10,8,1,2,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.200000,1.500000,0.600000,0.000000,0.093750
acme-furniture-launcher,FurnitureAssemblerController.save,2,"Furniture, ",48,48,0,32,32,0,6,10,5,1,10,10,1,2,1.000000,0.000000,0.500000,0.500000,0.166667,1.000000,0.200000,0.000000,1.200000,0.625000,0.437500
acme-furniture-launcher,FurnitureAssemblerController.save,3,"Assembler, Assembly, ",48,48,0,32,33,-1,6,7,5,2,10,10,1,1,0.666667,0.333333,0.500000,0.500000,0.500000,0.333333,0.600000,1.500000,1.200000,0.375000,0.343750
acme-furniture-launcher,CritiqueAdministratorController.unban,1,"UserAccount, DomainEntity, ",13,12,1,26,24,2,6,8,4,3,7,6,1,2,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.285714,0.500000,0.857143,0.000000,0.115385
acme-furniture-launcher,CritiqueAdministratorController.unban,2,"Administrator, ",13,13,0,26,26,0,6,8,4,4,7,6,2,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.285714,0.500000,0.857143,0.000000,0.000000
