Codebase,Feature,Orchestrator,Entities,Initial System Complexity,Final System Complexity,System Complexity Reduction,Initial Functionality Complexity,Final Functionality Complexity,Functionality Complexity Reduction,Initial Invocations Count,Initial Invocations Count W/ Empties,Final Invocations Count,Total Invocation Merges,Initial Accesses count,Final Accesses count,Total Trace Sweeps w/ Merges,Clusters with multiple invocations,CLIP,CRIP,CROP,CWOP,CIP,CDDIP,COP,CPIF,CIOF,SCCP,FCCP
Acme-Personal-Trainer-maven,ApplicationTrainerController.reject,0,"Actor, Administrator, Message, Box, UserAccount, DomainEntity, ",85,85,0,320,121,199,25,35,5,23,33,14,2,1,0.125000,0.875000,0.846154,0.153846,0.320000,0.000000,0.393939,1.075356,1.258065,0.764706,0.425000
Acme-Personal-Trainer-maven,ApplicationTrainerController.reject,4,"WorkingOut, ",85,85,0,320,121,199,25,40,5,24,33,14,2,1,0.000000,1.000000,1.000000,0.000000,0.200000,0.200000,0.151515,1.411405,0.774194,0.000000,0.203125
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.edit,0,"Actor, UserAccount, DomainEntity, ",100,49,51,517,131,386,30,35,4,28,47,10,2,0,0.153846,0.846154,0.909091,0.090909,0.433333,0.000000,0.468085,0.545455,1.201456,1.000000,0.599613
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.edit,1,"Endorsement, Application, Trainer, Customer, ",100,49,51,517,131,386,30,30,4,26,47,10,1,0,0.000000,1.000000,1.000000,0.000000,0.500000,0.066667,0.489362,0.409091,1.088592,0.000000,0.350097
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.edit,4,"WorkingOut, ",100,100,0,517,162,355,30,56,5,27,47,13,2,1,0.000000,1.000000,1.000000,0.000000,0.066667,0.000000,0.042553,2.045455,0.709951,0.000000,0.046422
Acme-Personal-Trainer-maven,FinderCustomerController.save,1,"Customer, ",417,85,332,260,114,146,21,34,8,24,34,15,4,2,0.250000,0.750000,0.750000,0.250000,0.190476,0.500000,0.117647,1.866667,0.711111,0.091127,0.138462
Acme-Personal-Trainer-maven,FinderCustomerController.save,4,"Finder, Category, Session, WorkingOut, ",417,198,219,260,128,132,21,26,8,14,34,18,1,1,0.500000,0.500000,0.631579,0.368421,0.380952,0.375000,0.558824,0.977778,1.688889,0.304556,0.323077
Acme-Personal-Trainer-maven,FinderCustomerController.save,6,"Customisation, ",417,198,219,260,141,119,21,40,9,19,34,20,7,1,0.000000,1.000000,1.000000,0.000000,0.047619,0.000000,0.029412,0.000000,0.711111,0.000000,0.003846
Acme-Personal-Trainer-maven,FinderCustomerController.save,0,"UserAccount, DomainEntity, ",417,198,219,260,145,115,21,27,9,14,34,20,2,1,0.250000,0.750000,0.800000,0.200000,0.380952,0.250000,0.294118,1.155556,0.888889,0.604317,0.496154
Acme-Personal-Trainer-maven,SessionTrainerController.save,4,"Session, WorkingOut, ",333,185,148,334,98,236,23,30,7,17,35,11,1,1,0.500000,0.500000,0.687500,0.312500,0.347826,0.250000,0.457143,1.268981,1.375000,0.243243,0.239521
Acme-Personal-Trainer-maven,SessionTrainerController.save,1,"Trainer, ",333,195,138,334,117,217,23,38,9,20,35,14,6,2,0.000000,1.000000,1.000000,0.000000,0.173913,0.250000,0.114286,0.911063,0.687500,0.000000,0.119760
Acme-Personal-Trainer-maven,SessionTrainerController.save,0,"UserAccount, DomainEntity, ",333,311,22,334,118,216,23,25,8,16,35,13,2,1,0.181818,0.818182,0.866667,0.133333,0.478261,0.272727,0.428571,0.819957,0.937500,0.756757,0.619760
Acme-Personal-Trainer-maven,ActorController.saveCustomer,6,"Customisation, ",905,528,377,316,127,189,22,40,5,21,41,14,3,0,0.000000,1.000000,1.000000,0.000000,0.090909,0.500000,0.048780,2.573727,0.585026,0.000000,0.006329
Acme-Personal-Trainer-maven,ActorController.saveCustomer,0,"Actor, Message, Box, UserAccount, DomainEntity, ",905,575,330,316,148,168,22,26,6,16,41,20,1,0,0.555556,0.444444,0.545455,0.454545,0.409091,0.222222,0.536585,0.353887,1.430064,0.769061,0.639241
Acme-Personal-Trainer-maven,ActorController.saveCustomer,4,"Finder, Category, Session, WorkingOut, ",905,575,330,316,157,159,22,37,6,20,41,20,1,1,0.500000,0.500000,0.555556,0.444444,0.181818,0.500000,0.219512,0.600536,1.316309,0.101657,0.110759
Acme-Personal-Trainer-maven,ActorController.saveCustomer,1,"Customer, ",905,692,213,316,159,157,22,30,8,16,41,23,1,1,0.428571,0.571429,0.625000,0.375000,0.318182,0.571429,0.195122,0.471850,0.668601,0.129282,0.189873
Acme-Personal-Trainer-maven,WorkingOutTrainerController.save,4,"Session, Category, WorkingOut, ",605,275,330,401,102,299,34,44,7,30,44,10,1,2,0.500000,0.500000,0.526316,0.473684,0.352941,0.333333,0.431818,0.942842,1.250784,0.421488,0.266833
Acme-Personal-Trainer-maven,WorkingOutTrainerController.save,0,"UserAccount, DomainEntity, ",605,278,327,401,116,285,34,41,8,29,44,12,2,2,0.142857,0.857143,0.882353,0.117647,0.411765,0.285714,0.386364,0.797790,0.959248,0.416529,0.566085
Acme-Personal-Trainer-maven,WorkingOutTrainerController.save,1,"Trainer, ",605,278,327,401,120,281,34,52,8,28,44,12,2,2,0.250000,0.750000,0.750000,0.250000,0.235294,0.250000,0.181818,1.259368,0.789969,0.161983,0.134663
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,4,"WorkingOut, ",291,135,156,244,112,132,23,44,8,20,37,16,5,2,0.000000,1.000000,1.000000,0.000000,0.043478,0.000000,0.027027,0.000000,0.757895,0.000000,0.053279
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,6,"Customisation, ",291,135,156,244,115,129,23,44,8,22,37,16,7,1,0.000000,1.000000,1.000000,0.000000,0.043478,1.000000,0.027027,0.000000,0.757895,0.000000,0.004098
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,5,"EndorserRecord, MiscellaneousRecord, PersonalRecord, ProfessionalRecord, Curriculum, EducationRecord, ",291,163,128,244,115,129,23,29,9,18,37,18,1,1,0.444444,0.555556,0.450000,0.550000,0.391304,0.333333,0.540541,1.420395,1.684211,0.494845,0.106557
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,1,"Trainer, ",291,211,80,244,115,129,23,38,9,18,37,18,2,2,0.250000,0.750000,0.750000,0.250000,0.173913,0.250000,0.108108,2.330905,0.757895,0.168385,0.110656
Acme-Personal-Trainer-maven,CurriculumTrainerController.save,0,"Actor, UserAccount, DomainEntity, ",291,162,129,244,116,128,23,30,9,14,37,18,1,1,0.250000,0.750000,0.818182,0.181818,0.347826,0.125000,0.297297,1.248699,1.042105,0.336770,0.668033
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,4,"WorkingOut, ",197,197,0,365,128,237,25,44,7,21,38,14,2,2,0.333333,0.666667,0.666667,0.333333,0.120000,0.000000,0.078947,1.296296,0.770878,0.182741,0.065753
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,3,"Audit, ",197,196,1,365,138,227,25,46,8,26,38,16,6,3,0.500000,0.500000,0.500000,0.500000,0.080000,0.000000,0.052632,0.518519,0.770878,0.050761,0.013699
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,5,"Curriculum, ",197,197,0,365,138,227,25,44,8,25,38,16,5,3,0.333333,0.666667,0.666667,0.333333,0.120000,0.333333,0.078947,1.037037,0.770878,0.137056,0.027397
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,1,"Endorsement, Application, Trainer, ",197,198,-1,365,144,221,25,34,9,20,38,17,2,3,0.250000,0.750000,0.818182,0.181818,0.320000,0.000000,0.289474,1.111111,1.059957,0.152284,0.221918
Acme-Personal-Trainer-maven,ActorMultiUserController.deleteTrainer,0,"Actor, Message, Box, SocialProfile, UserAccount, DomainEntity, ",197,197,0,365,165,200,25,33,9,20,38,18,3,3,0.111111,0.888889,0.789474,0.210526,0.360000,0.444444,0.500000,1.037037,1.627409,0.477157,0.646575
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,6,"Customisation, ",902,528,374,311,129,182,22,40,5,21,41,14,3,0,0.000000,1.000000,1.000000,0.000000,0.090909,0.500000,0.048780,2.573727,0.585026,0.000000,0.006431
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,0,"Actor, Message, Box, UserAccount, DomainEntity, ",902,580,322,311,150,161,22,26,6,16,41,20,1,0,0.555556,0.444444,0.545455,0.454545,0.409091,0.222222,0.536585,0.353887,1.430064,0.771619,0.649518
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,4,"Finder, Category, Session, WorkingOut, ",902,579,323,311,152,159,22,37,6,20,41,20,1,1,0.500000,0.500000,0.555556,0.444444,0.181818,0.500000,0.219512,0.600536,1.316309,0.101996,0.112540
Acme-Personal-Trainer-maven,ActorMultiUserController.saveCustomer,1,"Customer, ",902,688,214,311,159,152,22,30,8,16,41,23,1,1,0.428571,0.571429,0.625000,0.375000,0.318182,0.571429,0.195122,0.471850,0.668601,0.126386,0.176849
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,6,"Customisation, ",205,207,-2,692,190,502,53,104,8,49,72,24,4,2,0.000000,1.000000,1.000000,0.000000,0.018868,0.000000,0.013889,0.000000,0.793201,0.000000,0.001445
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,1,"Application, Trainer, Customer, ",205,168,37,692,202,490,53,56,9,45,72,26,1,1,0.120000,0.880000,0.914286,0.085714,0.471698,0.080000,0.486111,0.670167,1.110482,0.385366,0.375723
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,0,"Actor, Administrator, Message, Box, UserAccount, DomainEntity, ",205,168,37,692,207,485,53,79,9,52,72,26,3,1,0.142857,0.857143,0.826087,0.173913,0.264151,0.071429,0.319444,1.741289,1.303116,0.614634,0.368497
Acme-Personal-Trainer-maven,ApplicationTrainerController.accept,4,"WorkingOut, ",205,168,37,692,207,485,53,80,9,51,72,26,3,1,0.000000,1.000000,1.000000,0.000000,0.245283,0.153846,0.180556,1.588544,0.793201,0.000000,0.244220
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,0,"Actor, Message, SocialProfile, UserAccount, DomainEntity, ",50,0,50,617,170,447,28,32,6,22,56,21,1,0,0.083333,0.916667,0.964286,0.035714,0.428571,0.000000,0.500000,0.806142,1.217391,1.000000,0.713128
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,3,"Audit, Auditor, ",50,0,50,617,170,447,28,52,6,27,56,21,5,0,0.000000,1.000000,1.000000,0.000000,0.071429,0.000000,0.053571,0.633397,0.782609,0.000000,0.014587
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,5,"EndorserRecord, MiscellaneousRecord, PersonalRecord, ProfessionalRecord, Curriculum, EducationRecord, ",50,0,50,617,170,447,28,51,6,27,56,21,4,0,0.000000,1.000000,1.000000,0.000000,0.107143,0.000000,0.160714,1.583493,1.565217,0.000000,0.059968
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,1,"CreditCard, Trainer, Customer, ",50,0,50,617,172,445,28,44,6,26,56,21,2,1,0.000000,1.000000,1.000000,0.000000,0.214286,0.000000,0.125000,1.393474,0.608696,0.000000,0.108590
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,2,"Article, Nutritionist, ",50,0,50,617,172,445,28,52,6,23,56,21,1,1,0.000000,1.000000,1.000000,0.000000,0.071429,0.500000,0.053571,0.633397,0.782609,0.000000,0.017828
Acme-Personal-Trainer-maven,ExportDataMultiUserController.export,4,"Category, Session, WorkingOut, ",50,0,50,617,172,445,28,50,6,25,56,21,3,1,0.000000,1.000000,1.000000,0.000000,0.107143,0.000000,0.107143,0.950096,1.043478,0.000000,0.084279
Acme-Personal-Trainer-maven,ApplicationCustomerController.save,1,"Application, CreditCard, Customer, ",155,104,51,917,85,832,62,65,5,58,89,10,2,2,0.100000,0.900000,0.877551,0.122449,0.483871,0.033333,0.550562,0.491163,1.230797,0.767742,0.405671
Acme-Personal-Trainer-maven,ApplicationCustomerController.save,0,"UserAccount, DomainEntity, ",155,106,49,917,85,832,62,78,5,60,89,10,2,2,0.000000,1.000000,1.000000,0.000000,0.370968,0.086957,0.348315,0.728372,1.015653,0.000000,0.482007
Acme-Personal-Trainer-maven,ApplicationCustomerController.save,4,"WorkingOut, ",155,106,49,917,86,831,62,106,5,89,89,10,1,2,0.111111,0.888889,0.888889,0.111111,0.145161,0.111111,0.101124,1.780465,0.753549,0.232258,0.104689
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.delete,0,"Actor, UserAccount, DomainEntity, ",255,50,205,1154,221,933,65,73,6,60,104,17,2,1,0.137931,0.862069,0.916667,0.083333,0.446154,0.068966,0.461538,0.276450,1.160121,0.768627,0.592721
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.delete,1,"Endorsement, Application, Trainer, Customer, ",255,50,205,1154,221,933,65,66,6,60,104,17,1,1,0.062500,0.937500,0.961538,0.038462,0.492308,0.093750,0.500000,0.215017,1.138973,0.231373,0.357019
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.delete,4,"WorkingOut, ",255,160,95,1154,254,900,65,122,7,64,104,20,5,2,0.000000,1.000000,1.000000,0.000000,0.061538,0.000000,0.038462,2.508532,0.700906,0.000000,0.045061
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.save,4,"WorkingOut, ",613,107,506,1775,200,1575,103,188,7,106,171,19,7,1,0.000000,1.000000,1.000000,0.000000,0.087379,0.000000,0.052632,2.247232,0.677479,0.000000,0.065915
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.save,0,"Actor, UserAccount, DomainEntity, ",613,60,553,1775,214,1561,103,121,7,99,171,19,2,1,0.069767,0.930233,0.956522,0.043478,0.417476,0.186047,0.403509,0.442804,1.087118,0.368679,0.540282
Acme-Personal-Trainer-maven,EndorsementCustomerTrainerController.save,1,"Endorsement, Application, Trainer, Customer, ",613,60,553,1775,214,1561,103,104,7,96,171,19,1,1,0.156863,0.843137,0.849462,0.150538,0.495146,0.058824,0.543860,0.309963,1.235403,0.631321,0.384225
Acme-Pet-maven,TypeAdministratorController.delete,0,"Pet, ",15,15,0,40,33,7,5,8,4,2,7,6,1,1,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.142857,0.000000,0.750000,0.000000,0.250000
Acme-Pet-maven,TypeAdministratorController.delete,1,"Administrator, UserAccount, DomainEntity, ",15,15,0,40,33,7,5,6,3,3,7,5,2,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.571429,2.000000,1.500000,0.000000,0.600000
Acme-Pet-maven,TypeAdministratorController.delete,2,"Type, ",15,15,0,40,34,6,5,7,4,3,7,6,2,1,0.500000,0.500000,0.500000,0.500000,0.400000,0.000000,0.285714,1.000000,0.750000,1.000000,0.125000
Acme-Pet-maven,AttributeAdministratorController.delete,1,"Administrator, UserAccount, DomainEntity, ",17,15,2,44,33,11,6,8,4,4,9,7,3,0,0.000000,1.000000,1.000000,0.000000,0.333333,0.500000,0.444444,1.500000,1.333333,0.000000,0.568182
Acme-Pet-maven,AttributeAdministratorController.delete,0,"AttributeValue, ",17,17,0,44,37,7,6,8,4,4,9,7,1,0,0.500000,0.500000,0.500000,0.500000,0.333333,0.000000,0.222222,0.500000,0.666667,0.588235,0.159091
Acme-Pet-maven,AttributeAdministratorController.delete,2,"Attribute, Type, ",17,17,0,44,37,7,6,9,4,4,9,7,2,1,0.500000,0.500000,0.666667,0.333333,0.333333,0.000000,0.333333,1.000000,1.000000,0.411765,0.227273
Acme-Pet-maven,TypeAdministratorController.save,2,"Type, ",15,15,0,42,34,8,5,7,4,3,7,6,2,1,0.500000,0.500000,0.500000,0.500000,0.400000,0.000000,0.285714,1.000000,0.750000,1.000000,0.119048
Acme-Pet-maven,TypeAdministratorController.save,0,"Pet, ",15,15,0,42,34,8,5,8,4,2,7,6,1,1,0.000000,1.000000,1.000000,0.000000,0.200000,0.000000,0.142857,0.000000,0.750000,0.000000,0.238095
Acme-Pet-maven,TypeAdministratorController.save,1,"Administrator, UserAccount, DomainEntity, ",15,15,0,42,34,8,5,6,3,3,7,5,2,0,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.571429,2.000000,1.500000,0.000000,0.619048
Acme-Pet-maven,AttributeAdministratorController.save,2,"Type, Attribute, ",7,6,1,65,37,28,8,9,4,5,13,8,2,1,0.250000,0.750000,0.857143,0.142857,0.500000,0.000000,0.538462,1.411765,1.188679,1.000000,0.400000
Acme-Pet-maven,AttributeAdministratorController.save,0,"AttributeValue, ",7,6,1,65,39,26,8,14,4,6,13,8,2,1,0.000000,1.000000,1.000000,0.000000,0.125000,0.000000,0.076923,0.000000,0.679245,0.000000,0.107692
Acme-Pet-maven,AttributeAdministratorController.save,1,"Administrator, UserAccount, DomainEntity, ",7,7,0,65,40,25,8,10,4,5,13,8,1,1,0.000000,1.000000,1.000000,0.000000,0.375000,0.000000,0.384615,1.588235,1.132076,0.000000,0.476923
Acme-Pet-maven,PetAnimaniacController.edit,0,"Pet, Photo, AttributeValue, ",44,38,6,143,32,111,19,25,4,19,24,7,1,0,0.142857,0.857143,0.800000,0.200000,0.368421,0.000000,0.416667,1.000000,1.153846,0.840909,0.419580
Acme-Pet-maven,PetAnimaniacController.edit,1,"DomainEntity, ",44,38,6,143,33,110,19,28,4,18,24,7,2,0,0.000000,1.000000,1.000000,0.000000,0.263158,0.200000,0.208333,1.250000,0.807692,0.000000,0.279720
Acme-Pet-maven,PetAnimaniacController.edit,2,"Type, Attribute, ",44,39,5,143,39,104,19,24,5,16,24,8,1,1,0.142857,0.857143,0.888889,0.111111,0.368421,0.142857,0.375000,0.750000,1.038461,0.159091,0.279720
Acme-Pet-maven,PetAnimaniacController.create,0,"Pet, Animaniac, AttributeValue, ",121,96,25,53,44,9,8,10,4,5,12,8,1,0,0.666667,0.333333,0.200000,0.800000,0.375000,0.333333,0.416667,1.285714,1.153846,0.826446,0.264151
Acme-Pet-maven,PetAnimaniacController.create,1,"UserAccount, DomainEntity, ",121,97,24,53,47,6,8,12,4,4,12,8,1,1,0.000000,1.000000,1.000000,0.000000,0.250000,0.000000,0.166667,0.857143,0.692308,0.000000,0.339623
Acme-Pet-maven,PetAnimaniacController.create,2,"Type, Attribute, ",121,123,-2,53,47,6,8,11,5,5,12,9,2,1,0.666667,0.333333,0.600000,0.400000,0.375000,0.666667,0.416667,0.857143,1.153846,0.173554,0.283019
Acme-Pet-maven,AnimaniacController.saveNew,4,"Configuration, ",545,112,433,76,45,31,11,20,4,9,22,9,2,2,0.000000,1.000000,1.000000,0.000000,0.090909,1.000000,0.045455,0.000000,0.576923,0.000000,0.013158
Acme-Pet-maven,AnimaniacController.saveNew,1,"Actor, UserAccount, DomainEntity, Folder, ",545,116,429,76,47,29,11,13,4,8,22,9,2,1,0.800000,0.200000,0.384615,0.615385,0.454545,0.800000,0.590909,1.800000,1.500000,0.693578,0.605263
Acme-Pet-maven,AnimaniacController.saveNew,0,"Animaniac, Request, SearchEngine, ",545,217,328,76,50,26,11,12,5,7,22,10,1,0,1.000000,0.000000,0.125000,0.875000,0.454545,0.600000,0.363636,1.200000,0.923077,0.306422,0.184211
Acme-Pet-maven,AnimaniacAnimaniacController.save,0,"Animaniac, Request, SearchEngine, ",614,252,362,115,59,56,13,14,5,9,27,10,1,0,0.833333,0.166667,0.222222,0.777778,0.461538,0.500000,0.333333,1.250000,0.843750,0.273616,0.226087
Acme-Pet-maven,AnimaniacAnimaniacController.save,4,"Configuration, ",614,115,499,115,67,48,13,24,6,11,27,11,4,2,0.000000,1.000000,1.000000,0.000000,0.076923,1.000000,0.037037,0.000000,0.562500,0.000000,0.008696
Acme-Pet-maven,AnimaniacAnimaniacController.save,1,"Actor, UserAccount, DomainEntity, Folder, ",614,114,500,115,69,46,13,15,6,8,27,11,2,1,0.666667,0.333333,0.470588,0.529412,0.461538,0.666667,0.629630,1.750000,1.593750,0.726384,0.626087
Acme-Pet-maven,AnimaniacAdministratorController.ban,5,"SpamWord, ",212,138,74,196,100,96,9,16,4,9,30,15,4,1,0.000000,1.000000,1.000000,0.000000,0.111111,1.000000,0.033333,0.000000,0.387931,0.000000,0.010204
Acme-Pet-maven,AnimaniacAdministratorController.ban,0,"Pet, Animaniac, Request, Application, ",212,210,2,196,111,85,9,12,4,6,30,19,1,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.333333,0.233333,1.500000,0.905172,0.000000,0.428571
Acme-Pet-maven,AnimaniacAdministratorController.ban,1,"Message, Actor, Administrator, Attachment, UserAccount, DomainEntity, Folder, ",212,212,0,196,129,67,9,9,5,4,30,22,1,1,0.600000,0.400000,0.636364,0.363636,0.555556,0.000000,0.733333,1.500000,1.706897,1.000000,0.520408
Acme-Pet-maven,CommentAnimaniacController.delete,1,"Actor, UserAccount, DomainEntity, ",10,0,10,305,77,228,22,24,3,20,37,11,1,1,0.000000,1.000000,1.000000,0.000000,0.454545,0.100000,0.351351,1.500000,0.888199,0.000000,0.363934
Acme-Pet-maven,CommentAnimaniacController.delete,0,"Pet, Photo, Animaniac, AttributeValue, Comment, Commentable, Curriculum, ",10,10,0,305,90,215,22,22,4,18,37,13,1,0,0.090909,0.909091,0.956522,0.043478,0.500000,0.000000,0.621622,1.500000,1.428571,1.000000,0.616393
Acme-Pet-maven,CommentAnimaniacController.delete,2,"Type, ",10,10,0,305,92,213,22,43,4,21,37,13,3,0,0.000000,1.000000,1.000000,0.000000,0.045455,0.000000,0.027027,0.000000,0.683230,0.000000,0.016393
Acme-Pet-maven,CommentAnimaniacController.save,2,"Type, ",133,55,78,333,78,255,24,47,4,23,44,14,3,0,0.000000,1.000000,1.000000,0.000000,0.041667,0.000000,0.022727,0.000000,0.637681,0.000000,0.015015
Acme-Pet-maven,CommentAnimaniacController.save,0,"Pet, Photo, Animaniac, AttributeValue, Comment, Commentable, Curriculum, ",133,55,78,333,80,253,24,24,4,20,44,14,1,0,0.166667,0.833333,0.851852,0.148148,0.500000,0.083333,0.613636,1.500000,1.434783,0.488722,0.597598
Acme-Pet-maven,CommentAnimaniacController.save,1,"Actor, UserAccount, DomainEntity, ",133,10,123,333,114,219,24,26,5,20,44,16,1,1,0.090909,0.909091,0.937500,0.062500,0.458333,0.181818,0.363636,1.500000,0.927536,0.511278,0.372372
Acme-Pet-maven,SearchEngineAnimaniacController.search,2,"Type, ",267,84,183,393,79,314,31,56,7,37,61,14,8,2,0.666667,0.333333,0.333333,0.666667,0.096774,0.666667,0.049180,0.793451,0.602410,0.104869,0.010178
Acme-Pet-maven,SearchEngineAnimaniacController.search,3,"Partner, Banner, ",267,119,148,393,172,221,31,54,12,20,61,26,1,2,0.500000,0.500000,0.666667,0.333333,0.129032,0.000000,0.098361,1.813602,0.903614,0.074906,0.040712
Acme-Pet-maven,SearchEngineAnimaniacController.search,0,"Pet, Animaniac, Request, SearchEngine, ",267,158,109,393,172,221,31,42,11,25,61,24,4,3,0.500000,0.500000,0.629630,0.370370,0.322581,0.100000,0.442623,0.277078,1.626506,0.565543,0.450382
Acme-Pet-maven,SearchEngineAnimaniacController.search,1,"Actor, UserAccount, DomainEntity, ",267,161,106,393,173,220,31,43,10,28,61,23,4,3,0.100000,0.900000,0.952381,0.047619,0.322581,0.600000,0.344262,0.453401,1.265060,0.254682,0.450382
Acme-Pet-maven,SearchEngineAnimaniacController.search,4,"Configuration, ",267,164,103,393,175,218,31,54,9,32,61,21,5,2,0.000000,1.000000,1.000000,0.000000,0.129032,0.250000,0.065574,1.662469,0.602410,0.000000,0.010178
Acme-Pet-maven,PetAnimaniacController.write,2,"Type, Attribute, ",843,104,739,528,87,441,71,109,4,104,100,13,2,1,0.529412,0.470588,0.470588,0.529412,0.239437,0.588235,0.170000,1.424581,0.766593,0.112693,0.075758
Acme-Pet-maven,PetAnimaniacController.write,0,"Pet, Photo, Animaniac, Request, Application, AttributeValue, Comment, Commentable, ",843,159,684,528,129,399,71,76,7,68,100,21,1,2,0.515152,0.484848,0.516667,0.483333,0.464789,0.272727,0.600000,0.502793,1.393805,0.725979,0.547348
Acme-Pet-maven,PetAnimaniacController.write,1,"UserAccount, DomainEntity, ",843,283,560,528,150,378,71,100,9,67,100,25,2,1,0.095238,0.904762,0.913043,0.086957,0.295775,0.428571,0.230000,1.072626,0.839602,0.161329,0.301136
Acme-Recycling-maven,RequestManagerController.create,6,"Item, ",35,7,28,46,29,17,7,10,3,4,7,4,1,1,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.285714,1.000000,1.000000,0.000000,0.521739
Acme-Recycling-maven,RequestManagerController.create,3,"CleanPoint, ",35,35,0,46,29,17,7,11,3,5,7,4,2,1,0.500000,0.500000,0.500000,0.500000,0.285714,0.500000,0.285714,1.000000,1.000000,0.200000,0.086957
Acme-Recycling-maven,RequestManagerController.create,0,"Carrier, Request, ",35,35,0,46,30,16,7,8,4,4,7,5,1,0,0.333333,0.666667,0.666667,0.333333,0.428571,0.333333,0.428571,1.000000,1.000000,0.800000,0.347826
Acme-Recycling-maven,EditorAdminController.createEditor,4,"Newscast, Editor, ",447,337,110,6,5,1,4,6,3,2,6,5,1,1,1.000000,0.000000,0.000000,1.000000,0.250000,1.000000,0.333333,0.000000,1.333333,0.071588,0.000000
Acme-Recycling-maven,EditorAdminController.createEditor,6,"Opinion, ",447,337,110,6,5,1,4,7,3,3,6,5,2,0,1.000000,0.000000,0.000000,1.000000,0.250000,1.000000,0.166667,0.000000,0.666667,0.044743,0.000000
Acme-Recycling-maven,EditorAdminController.createEditor,0,"Actor, UserAccount, ",447,338,109,6,5,1,4,4,3,1,6,5,1,0,1.000000,0.000000,0.000000,1.000000,0.500000,0.500000,0.500000,3.000000,1.000000,0.883669,0.000000
Acme-Recycling-maven,RecyclerController.createRecycler,4,"Comment, ",584,426,158,9,7,2,6,10,3,5,9,7,2,0,1.000000,0.000000,0.000000,1.000000,0.166667,1.000000,0.111111,0.000000,0.720000,0.029110,0.000000
Acme-Recycling-maven,RecyclerController.createRecycler,0,"Actor, UserAccount, ",584,429,155,9,7,2,6,8,3,4,9,7,2,0,1.000000,0.000000,0.000000,1.000000,0.333333,0.500000,0.333333,2.250000,1.080000,0.676370,0.000000
Acme-Recycling-maven,RecyclerController.createRecycler,6,"Course, Opinion, Recycler, Item, ",584,431,153,9,7,2,6,7,3,4,9,7,1,0,1.000000,0.000000,0.000000,1.000000,0.500000,1.000000,0.555556,0.750000,1.200000,0.294521,0.000000
Acme-Recycling-maven,LabelMaterialManagerController.save,7,"Label, LabelMaterial, ",188,8,180,149,78,71,7,9,4,5,12,8,2,1,0.333333,0.666667,0.800000,0.200000,0.428571,0.000000,0.416667,1.500000,1.071429,0.042553,0.093960
Acme-Recycling-maven,LabelMaterialManagerController.save,0,"Manager, DomainEntity, UserAccount, ",188,188,0,149,110,39,7,8,5,2,12,9,1,1,0.333333,0.666667,0.833333,0.166667,0.428571,0.000000,0.500000,1.500000,1.285714,0.957447,0.825503
Acme-Recycling-maven,LabelMaterialManagerController.save,2,"Material, ",188,188,0,149,111,38,7,12,5,5,12,9,3,2,0.000000,1.000000,1.000000,0.000000,0.142857,1.000000,0.083333,0.000000,0.642857,0.000000,0.067114
Acme-Recycling-maven,LessonBuyerController.delete,0,"DomainEntity, UserAccount, ",44,43,1,188,76,112,8,10,3,6,13,5,2,0,0.000000,1.000000,1.000000,0.000000,0.375000,0.000000,0.384615,1.200000,0.967742,0.000000,0.750000
Acme-Recycling-maven,LessonBuyerController.delete,6,"Lesson, Course, ",44,42,2,188,90,98,8,13,4,6,13,8,2,1,0.500000,0.500000,0.600000,0.400000,0.250000,0.000000,0.384615,1.200000,1.451613,1.000000,0.175532
